original_concept_name_gm	diff_1_cc	diff_2_cc	concept_id	concept_name	diff_3_cc	diff_4_cn_who
Sonstige psoriatische Arthritiden: Oberarm [Humerus, Ellenbogengelenk]	M07.32	M07.3	2005373	Sonstige psoriatische Arthritiden	(null)	(null)
Schleimbeutelabszess: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M71.07	M71.0	2005738	Schleimbeutelabszess	(null)	(null)
Arthritis bei sonstigen anderenorts klassifizierten bakteriellen Krankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M01.35	M01.3	2005337	Arthritis bei sonstigen anderenorts klassifizierten bakteriellen Krankheiten	(null)	(null)
Ischämischer Muskelinfarkt (nichttraumatisch): Unterschenkel [Fibula, Tibia, Kniegelenk]	M62.26	M62.2	2005687	Ischämischer Muskelinfarkt (nichttraumatisch)	(null)	(null)
Gelenkkrankheit, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M25.95	M25.9	2005523	Gelenkkrankheit, nicht näher bezeichnet	(null)	(null)
Sonstige näher bezeichnete chronische Polyarthritis: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M06.81	M06.8	2005367	Sonstige näher bezeichnete chronische Polyarthritis	(null)	(null)
Myositis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Nicht näher bezeichnete Lokalisation	M63.29	M63.2	2005697	Myositis bei sonstigen anderenorts klassifizierten Infektionskrankheiten	(null)	(null)
Osteoporose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M81.99	M81.9	2005816	Osteoporose, nicht näher bezeichnet	(null)	(null)
Seronegative chronische Polyarthritis: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M06.01	M06.0	2005362	Seronegative chronische Polyarthritis	(null)	(null)
Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Oberarm [Humerus, Ellenbogengelenk]	M82.82	M82.8	2005820	Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Sonstige postinfektiöse Arthritiden bei anderenorts klassifizierten Krankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M03.25	M03.2	2005352	Sonstige postinfektiöse Arthritiden bei anderenorts klassifizierten Krankheiten	(null)	(null)
Erfolgte Registrierung zur Organtransplantation ohne Dringlichkeitsstufe HU (High Urgency): Sonstige Organe	Z75.68	Z75.6	(null)	(null)	Z75	Probleme mit Bezug auf medizinische Betreuungsmöglichkeiten oder andere Gesundheitsversorgung
Nierenkrankheit, mit der Schwangerschaft verbunden	O26.81	O26.8	2006604	Sonstige näher bezeichnete Zustände, die mit der Schwangerschaft verbunden sind	(null)	(null)
Hepatische Enzephalopathie, Grad nicht näher bezeichnet	K72.79	K72.7	(null)	(null)	K72	Leberversagen, anderenorts nicht klassifiziert
Prophylaktische Operation wegen Risikofaktoren in Verbindung mit bösartigen Neubildungen: Prophylaktische Operation am Ovar	Z40.01	Z40.0	2011711	Prophylaktische Operation wegen Risikofaktoren in Verbindung mit bösartigen Neubildungen	(null)	(null)
Spondylose, nicht näher bezeichnet: Lumbosakralbereich	M47.97	M47.9	2005620	Spondylose, nicht näher bezeichnet	(null)	(null)
Osteoporose nach Ovarektomie: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M81.18	M81.1	2005809	Osteoporose nach Ovarektomie	(null)	(null)
Sonstige idiopathische Skoliose: Mehrere Lokalisationen der Wirbelsäule	M41.20	M41.2	2005585	Sonstige idiopathische Skoliose	(null)	(null)
Osteolyse: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M89.54	M89.5	2005875	Osteolyse	(null)	(null)
Rheumatismus, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M79.05	M79.0	2005788	Rheumatismus, nicht näher bezeichnet	(null)	(null)
Muskeldiastase: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M62.04	M62.0	2005685	Muskeldiastase	(null)	(null)
Angeborene Fistel der präzerebralen Gefäße	Q28.11	Q28.1	2007539	Sonstige Fehlbildungen der präzerebralen Gefäße	(null)	(null)
Arthritis bei sonstigen anderenorts klassifizierten bakteriellen Krankheiten: Mehrere Lokalisationen	M01.30	M01.3	2005337	Arthritis bei sonstigen anderenorts klassifizierten bakteriellen Krankheiten	(null)	(null)
Sonstige Spondylose mit Radikulopathie: Zervikothorakalbereich	M47.23	M47.2	2005618	Sonstige Spondylose mit Radikulopathie	(null)	(null)
Verätzung Grad 2b des Rumpfes	T21.9	T21	2009287	Verbrennung oder Verätzung des Rumpfes	(null)	(null)
Knochenfraktur bei Neubildungen: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M90.74	M90.7	2005887	Knochenfraktur bei Neubildungen	(null)	(null)
Arthritis und Polyarthritis durch Pneumokokken: Mehrere Lokalisationen	M00.10	M00.1	2005329	Arthritis und Polyarthritis durch Pneumokokken	(null)	(null)
Chronische postrheumatische Arthritis [Jaccoud-Arthritis]: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M12.07	M12.0	2005404	Chronische postrheumatische Arthritis [Jaccoud-Arthritis]	(null)	(null)
Entzündliche Polyarthropathie: Unterarm [Radius, Ulna, Handgelenk]	M06.43	M06.4	2005366	Entzündliche Polyarthropathie	(null)	(null)
Anpassung und Handhabung eines Trachealstents	Z45.85	Z45.8	2011752	Anpassung und Handhabung von sonstigen implantierten medizinischen Geräten	(null)	(null)
Knochennekrose, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M87.91	M87.9	2005864	Knochennekrose, nicht näher bezeichnet	(null)	(null)
Ermüdungsbruch eines Wirbels: Zervikothorakalbereich	M48.43	M48.4	2005626	Ermüdungsbruch eines Wirbels	(null)	(null)
Scheibenmeniskus (angeboren): Mehrere Lokalisationen	M23.10	M23.1	2005494	Scheibenmeniskus (angeboren)	(null)	(null)
Verbliebener Fremdkörper im Weichteilgewebe: Oberarm [Humerus, Ellenbogengelenk]	M79.52	M79.5	2005793	Verbliebener Fremdkörper im Weichteilgewebe	(null)	(null)
Priapismus, nicht näher bezeichnet	N48.39	N48.3	2006214	Priapismus	(null)	(null)
Postinfektiöse Arthritis bei Syphilis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M03.17	M03.1	2005351	Postinfektiöse Arthritis bei Syphilis	(null)	(null)
Sonstige oberflächliche Verletzungen der hinteren Thoraxwand: Schürfwunde	S20.41	S20.4	2008593	Sonstige oberflächliche Verletzungen der hinteren Thoraxwand	(null)	(null)
Hypogalaktie: Ohne Angabe von Schwierigkeiten beim Anlegen	O92.40	O92.4	2006921	Hypogalaktie	(null)	(null)
Vorhandensein einer Kniegelenkprothese	Z96.65	Z96.6	2012154	Vorhandensein von orthopädischen Gelenkimplantaten	(null)	(null)
Sonstige angeborene Fehlbildungen der Mamma	Q83.88	Q83.8	2007932	Sonstige angeborene Fehlbildungen der Mamma	(null)	(null)
Schwangerschaftsdauer: Weniger als 5 vollendete Wochen	O09.0	O09	(null)	(null)	(null)	(null)
Stenose der Foramina intervertebralia, knöchern oder durch Subluxation: Sakralbereich [sakrokokzygeal, sakroiliakal]	M99.64	M99.6	2005946	Stenose der Foramina intervertebralia, knöchern oder durch Subluxation	(null)	(null)
Renovaskuläre Hypertonie: Mit Angabe einer hypertensiven Krise	I15.01	I15.0	2003747	Renovaskuläre Hypertonie	(null)	(null)
Ermüdungsbruch eines Wirbels: Zervikalbereich	M48.42	M48.4	2005626	Ermüdungsbruch eines Wirbels	(null)	(null)
Dekubitus 4. Grades: Trochanter	L89.36	L89.3	2005271	Dekubitus 4. Grades	(null)	(null)
Lordose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M40.59	M40.5	2005581	Lordose, nicht näher bezeichnet	(null)	(null)
Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Fußes	S91.87	S91.8	(null)	(null)	S91	Offene Wunde der Knöchelregion und des Fußes
Idiopathische Osteoporose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M81.58	M81.5	2005813	Idiopathische Osteoporose	(null)	(null)
Schmerzen in den Extremitäten: Unterschenkel [Fibula, Tibia, Kniegelenk]	M79.66	M79.6	2005794	Schmerzen in den Extremitäten	(null)	(null)
Lordose, nicht näher bezeichnet: Zervikothorakalbereich	M40.53	M40.5	2005581	Lordose, nicht näher bezeichnet	(null)	(null)
Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M24.88	M24.8	2005511	Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert	(null)	(null)
Fraktur eines Lendenwirbels: L4	S32.04	S32.0	2008677	Fraktur eines Lendenwirbels	(null)	(null)
Thoraxbedingte Skoliose: Thorakalbereich	M41.34	M41.3	2005586	Thoraxbedingte Skoliose	(null)	(null)
Knochennekrose durch Arzneimittel: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M87.11	M87.1	2005860	Knochennekrose durch Arzneimittel	(null)	(null)
Sonstige Wirbelfusion: Okzipito-Atlanto-Axialbereich	M43.21	M43.2	2005598	Sonstige Wirbelfusion	(null)	(null)
Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet	E11.80	E11.8	2012214	Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen	(null)	(null)
Hämarthros: Mehrere Lokalisationen	M25.00	M25.0	2005514	Hämarthros	(null)	(null)
Versagen und Abstoßung: Sonstige transplantierte Organe und Gewebe	T86.88	T86.8	2009826	Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe	(null)	(null)
Sehnenscheidenabszess: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M65.01	M65.0	2005701	Sehnenscheidenabszess	(null)	(null)
Sehnenscheidenabszess: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M65.07	M65.0	2005701	Sehnenscheidenabszess	(null)	(null)
Verätzungen von 10-19 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades	T32.10	T32.1	2009394	Verätzungen von 10-19 % der Körperoberfläche	(null)	(null)
Sonstige Arthritiden bei gastrointestinalen Grundkrankheiten: Nicht näher bezeichnete Lokalisation	M07.69	M07.6	2005376	Sonstige Arthritiden bei gastrointestinalen Grundkrankheiten	(null)	(null)
Juvenile Arthritis, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]	M08.96	M08.9	2005384	Juvenile Arthritis, nicht näher bezeichnet	(null)	(null)
Verätzungen von 50-59 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades	T32.50	T32.5	2009398	Verätzungen von 50-59 % der Körperoberfläche	(null)	(null)
Sonstige biomechanische Funktionsstörungen: Zervikalbereich [zervikothorakal]	M99.81	M99.8	2005948	Sonstige biomechanische Funktionsstörungen	(null)	(null)
Spondylolisthesis: Sakral- und Sakrokokzygealbereich	M43.18	M43.1	2005597	Spondylolisthesis	(null)	(null)
Sonstige Krankheiten der Synovialis und der Sehnen bei anderenorts klassifizierten Krankheiten: Nicht näher bezeichnete Lokalisation	M68.89	M68.8	2005725	Sonstige Krankheiten der Synovialis und der Sehnen bei anderenorts klassifizierten Krankheiten	(null)	(null)
Sonstige Gelenkknorpelschädigungen: Mehrere Lokalisationen	M24.10	M24.1	2005504	Sonstige Gelenkknorpelschädigungen	(null)	(null)
Osteoporose, nicht näher bezeichnet: Mehrere Lokalisationen	M81.90	M81.9	2005816	Osteoporose, nicht näher bezeichnet	(null)	(null)
Osteoporose bei endokrinen Störungen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M82.17	M82.1	2005819	Osteoporose bei endokrinen Störungen	(null)	(null)
Verätzung 3. Grades des Rumpfes: Rücken [jeder Teil]	T21.74	T21.7	2009295	Verätzung 3. Grades des Rumpfes	(null)	(null)
Primäre Arthrose sonstiger Gelenke: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M19.01	M19.0	2005460	Primäre Arthrose sonstiger Gelenke	(null)	(null)
Knöcherne Stenose des Spinalkanals: Sakralbereich [sakrokokzygeal, sakroiliakal]	M99.34	M99.3	2005943	Knöcherne Stenose des Spinalkanals	(null)	(null)
Spinal(kanal)stenose: Nicht näher bezeichnete Lokalisation	M48.09	M48.0	2005622	Spinal(kanal)stenose	(null)	(null)
Valgusdeformität, anderenorts nicht klassifiziert: Oberarm [Humerus, Ellenbogengelenk]	M21.02	M21.0	2005474	Valgusdeformität, anderenorts nicht klassifiziert	(null)	(null)
Gicht, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M10.99	M10.9	2005396	Gicht, nicht näher bezeichnet	(null)	(null)
Spontanruptur von nicht näher bezeichneten Sehnen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M66.58	M66.5	2005714	Spontanruptur von nicht näher bezeichneten Sehnen	(null)	(null)
Infektion der Brustwarze im Zusammenhang mit der Gestation: Ohne Angabe von Schwierigkeiten beim Anlegen	O91.00	O91.0	2006913	Infektion der Brustwarze im Zusammenhang mit der Gestation	(null)	(null)
Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet	E10.75	E10.7	2012202	Diabetes mellitus, Typ 1: Mit multiplen Komplikationen	(null)	(null)
Aplastische Anämie infolge zytostatischer Therapie	D61.10	D61.1	2001858	Arzneimittelinduzierte aplastische Anämie	(null)	(null)
Oberflächliche Verletzung der Nase: Schürfwunde	S00.31	S00.3	2008450	Oberflächliche Verletzung der Nase	(null)	(null)
Sonstige infektiöse (Teno-) Synovitis: Unterarm [Radius, Ulna, Handgelenk]	M65.13	M65.1	2005702	Sonstige infektiöse (Teno-) Synovitis	(null)	(null)
Hypertrophie des Knochens: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M89.31	M89.3	2005873	Hypertrophie des Knochens	(null)	(null)
Arzneimittelinduzierte aplastische Anämie, nicht näher bezeichnet	D61.19	D61.1	2001858	Arzneimittelinduzierte aplastische Anämie	(null)	(null)
Erworbene Stenose der Trachea	J39.80	J39.8	2004289	Sonstige näher bezeichnete Krankheiten der oberen Atemwege	(null)	(null)
Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet	E11.60	E11.6	2012212	Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen	(null)	(null)
Erfolgte Registrierung zur Organtransplantation mit Dringlichkeitsstufe HU (High Urgency): Nicht näher bezeichnetes Organ	Z75.79	Z75.7	(null)	(null)	Z75	Probleme mit Bezug auf medizinische Betreuungsmöglichkeiten oder andere Gesundheitsversorgung
Sonstige Adipositas: Body-Mass-Index [BMI] von 30 bis unter 35	E66.80	E66.8	2002257	Sonstige Adipositas	(null)	(null)
Fibromatose, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]	M72.96	M72.9	2005753	Fibromatose, nicht näher bezeichnet	(null)	(null)
Paraparese und Paraplegie, nicht näher bezeichnet: Nicht näher bezeichnet	G82.29	G82.2	2003184	Paraparese und Paraplegie, nicht näher bezeichnet	(null)	(null)
Sonstige postinfektiöse Arthritiden bei anderenorts klassifizierten Krankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M03.24	M03.2	2005352	Sonstige postinfektiöse Arthritiden bei anderenorts klassifizierten Krankheiten	(null)	(null)
Sonstige Osteomyelitis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M86.87	M86.8	2005856	Sonstige Osteomyelitis	(null)	(null)
Oberflächliche Verletzung der behaarten Kopfhaut: Oberflächlicher Fremdkörper (Splitter)	S00.04	S00.0	2008447	Oberflächliche Verletzung der behaarten Kopfhaut	(null)	(null)
Sonstige Binnenschädigungen des Kniegelenkes: Hinteres Kreuzband	M23.82	M23.8	2005500	Sonstige Binnenschädigungen des Kniegelenkes	(null)	(null)
Verbrennung 3. Grades des Rumpfes: Thoraxwand ausgenommen Brustdrüse und -warze	T21.32	T21.3	2009291	Verbrennung 3. Grades des Rumpfes	(null)	(null)
Postinfektiöse Arthritis bei Syphilis: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M03.14	M03.1	2005351	Postinfektiöse Arthritis bei Syphilis	(null)	(null)
Neurodystrophie [Algodystrophie]: Unterschenkel [Fibula, Tibia, Kniegelenk]	M89.06	M89.0	2005870	Neurodystrophie [Algodystrophie]	(null)	(null)
Fremdkörpergranulom im Weichteilgewebe, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M60.25	M60.2	2005673	Fremdkörpergranulom im Weichteilgewebe, anderenorts nicht klassifiziert	(null)	(null)
Akute Monoblasten/Monozytenleukämie: Ohne Angabe einer kompletten Remission	C93.00	C93.0	2001429	Akute Monoblasten/Monozytenleukämie	(null)	(null)
Neurodystrophie [Algodystrophie]: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M89.05	M89.0	2005870	Neurodystrophie [Algodystrophie]	(null)	(null)
Sonstige sekundäre Kyphose: Thorakalbereich	M40.14	M40.1	2005577	Sonstige sekundäre Kyphose	(null)	(null)
Sonstige sekundäre Gicht: Unterschenkel [Fibula, Tibia, Kniegelenk]	M10.46	M10.4	2005395	Sonstige sekundäre Gicht	(null)	(null)
Sonstige chronische hämatogene Osteomyelitis: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M86.51	M86.5	2005854	Sonstige chronische hämatogene Osteomyelitis	(null)	(null)
Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Unterarm [Radius, Ulna, Handgelenk]	M90.13	M90.1	2005881	Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten	(null)	(null)
Sonstige Knochennekrose: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M87.81	M87.8	2005863	Sonstige Knochennekrose	(null)	(null)
Sonstige Störungen der Knochenentwicklung und des Knochenwachstums: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M89.24	M89.2	2005872	Sonstige Störungen der Knochenentwicklung und des Knochenwachstums	(null)	(null)
Verätzungen von 60-69 % der Körperoberfläche: 20-29 % Verätzungen 3. Grades	T32.62	T32.6	2009399	Verätzungen von 60-69 % der Körperoberfläche	(null)	(null)
Überprüfung der Funktionsparameter eines Zwerchfellstimulators	Z45.81	Z45.8	2011752	Anpassung und Handhabung von sonstigen implantierten medizinischen Geräten	(null)	(null)
Inaktivitätsosteoporose mit pathologischer Fraktur: Unterschenkel [Fibula, Tibia, Kniegelenk]	M80.26	M80.2	2005801	Inaktivitätsosteoporose mit pathologischer Fraktur	(null)	(null)
Hypertrophie des Knochens: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M89.34	M89.3	2005873	Hypertrophie des Knochens	(null)	(null)
Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht näher bezeichnet	T22.80	T22.8	(null)	(null)	T22	Verbrennung oder Verätzung der Schulter und des Armes, ausgenommen Handgelenk und Hand
Dekubitus, Grad nicht näher bezeichnet: Sonstige und nicht näher bezeichnete Lokalisationen	L89.99	L89.9	2005272	Dekubitus und Druckzone, Grad nicht näher bezeichnet	(null)	(null)
Vorzeitiger Blasensprung, Wehenhemmung durch Therapie, Wehenbeginn innerhalb von 24 Stunden	O42.20	O42.2	2006699	Vorzeitiger Blasensprung, Wehenhemmung durch Therapie	(null)	(null)
Sonstige Kalzifikation von Muskeln: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M61.44	M61.4	2005681	Sonstige Kalzifikation von Muskeln	(null)	(null)
Chronische Osteomyelitis mit Fistel: Oberarm [Humerus, Ellenbogengelenk]	M86.42	M86.4	2005853	Chronische Osteomyelitis mit Fistel	(null)	(null)
Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]	M82.86	M82.8	2005820	Osteoporose bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
